230,4173
110,9397
231,3179
111,7683
232,5113
112,4692
233,7060
113,3851
234,7662
114,5101
235,8160
115,4463
236,8073
116,4214
237,8490
117,4013
238,9939
118,3666
239,14892
119,2621
10,12826
11,9469
12,8955
13,6903
14,6277
15,7981
16,11447
17,11564
18,11196
19,12775
240,9299
120,3367
241,4987
0,13117
121,9497
242,3270
1,14282
122,4077
243,1583
2,17775
123,3721
244,1300
3,16520
124,3729
245,677
4,12946
125,2920
246,857
5,13011
126,2377
247,795
6,9461
127,3845
248,972
7,8029
128,4037
249,679
8,9316
129,4825
9,11486
20,9961
21,7400
22,8137
23,9449
24,8869
25,9429
26,8135
27,8247
28,6068
29,7651
250,636
130,4002
251,500
131,3840
252,287
132,3405
253,308
133,3066
254,567
134,3553
255,492
135,4778
256,354
136,4573
257,292
137,4768
258,243
138,4217
259,143
139,3424
30,10452
31,10483
32,8197
33,7520
34,6593
35,5437
36,6948
37,9318
38,10023
39,10495
260,233
140,3429
261,323
141,5428
262,294
142,7140
143,7056
144,7355
145,10134
146,7984
147,3737
148,4005
149,4624
40,12928
41,9901
42,6135
43,6442
44,7610
45,6968
46,6721
47,6647
48,4925
49,4042
150,4408
151,3868
152,3414
153,3197
154,2815
155,3248
156,4193
157,3287
158,3349
159,3649
50,4443
51,5934
52,7025
53,4926
54,4666
55,3951
56,3314
57,5288
58,6317
59,7143
160,2924
161,2536
162,2932
163,4008
164,3445
165,3149
166,3789
167,2534
168,1856
169,2069
60,8008
61,9874
62,8539
63,4799
64,3825
65,4906
66,4620
67,3959
68,3257
69,3665
170,3329
171,3418
172,2782
173,2325
174,1954
175,1465
176,1464
177,2206
178,2714
179,2609
70,2454
71,2115
72,2699
73,1901
74,1621
75,828
76,1245
77,1349
78,1542
79,2189
180,2181
181,1800
182,1805
183,2007
184,3183
185,3194
186,2822
187,2777
188,2292
189,2555
80,2003
81,1708
82,1468
83,2788
84,2418
85,3098
86,4722
87,4266
88,4352
89,4239
190,3773
191,4629
192,5019
193,5654
-10,5240
194,6968
-11,4755
195,6096
-12,4369
196,2120
-13,3170
197,2407
-14,2335
198,3616
-15,2387
199,3985
-16,2264
-17,2091
-18,2647
-19,2647
90,3579
91,3630
92,3667
93,4587
94,5004
95,4093
96,3836
97,3668
98,2603
99,3424
-20,2523
-21,1759
-22,2218
-23,5223
-24,6139
-25,13879
-1,9479
-2,10587
-3,10918
-4,10875
-5,13529
-6,10294
-7,9288
-8,4913
-9,5649
200,3681
201,3077
202,2542
203,2315
204,3420
205,3735
206,5616
207,4157
208,3780
209,3219
210,2993
211,3321
212,4150
213,4102
214,3554
215,4765
216,4465
217,2966
218,4003
219,6110
220,5649
100,4839
221,4918
101,4254
222,4510
102,3754
223,3696
103,4138
224,2753
104,3594
225,2924
105,3703
226,4356
106,4727
227,4631
107,7125
228,4770
108,7653
229,4509
109,7812
230,4173
110,9397
231,3179
111,7683
232,5113
112,4692
233,7060
113,3851
234,7662
114,5101
235,8160
115,4463
236,8073
116,4214
237,8490
117,4013
238,9939
118,3666
239,14892
119,2621
10,12826
11,9469
12,8955
13,6903
14,6277
15,7981
16,11447
17,11564
18,11196
19,12775
240,9299
120,3367
241,4987
0,13117
121,9497
242,3270
1,14282
122,4077
243,1583
2,17775
123,3721
244,1300
3,16520
124,3729
245,677
4,12946
125,2920
246,857
5,13011
126,2377
247,795
6,9461
127,3845
248,972
7,8029
128,4037
249,679
8,9316
129,4825
9,11486
20,9961
21,7400
22,8137
23,9449
24,8869
25,9429
26,8135
27,8247
28,6068
29,7651
250,636
130,4002
251,500
131,3840
252,287
132,3405
253,308
133,3066
254,567
134,3553
255,492
135,4778
256,354
136,4573
257,292
137,4768
258,243
138,4217
259,143
139,3424
30,10452
31,10483
32,8197
33,7520
34,6593
35,5437
36,6948
37,9318
38,10023
39,10495
260,233
140,3429
261,323
141,5428
262,294
142,7140
143,7056
144,7355
145,10134
146,7984
147,3737
148,4005
149,4624
40,12928
41,9901
42,6135
43,6442
44,7610
45,6968
46,6721
47,6647
48,4925
49,4042
150,4408
151,3868
152,3414
153,3197
154,2815
155,3248
156,4193
157,3287
158,3349
159,3649
50,4443
51,5934
52,7025
53,4926
54,4666
55,3951
56,3314
57,5288
58,6317
59,7143
160,2924
161,2536
162,2932
163,4008
164,3445
165,3149
166,3789
167,2534
168,1856
169,2069
60,8008
61,9874
62,8539
63,4799
64,3825
65,4906
66,4620
67,3959
68,3257
69,3665
170,3329
171,3418
172,2782
173,2325
174,1954
175,1465
176,1464
177,2206
178,2714
179,2609
70,2454
71,2115
72,2699
73,1901
74,1621
75,828
76,1245
77,1349
78,1542
79,2189
180,2181
181,1800
182,1805
183,2007
184,3183
185,3194
186,2822
187,2777
188,2292
189,2555
80,2003
81,1708
82,1468
83,2788
84,2418
85,3098
86,4722
87,4266
88,4352
89,4239
190,3773
191,4629
192,5019
193,5654
-10,5240
194,6968
-11,4755
195,6096
-12,4369
196,2120
-13,3170
197,2407
-14,2335
198,3616
-15,2387
199,3985
-16,2264
-17,2091
-18,2647
-19,2647
90,3579
91,3630
92,3667
93,4587
94,5004
95,4093
96,3836
97,3668
98,2603
99,3424
-20,2523
-21,1759
-22,2218
-23,5223
-24,6139
-25,13879
-1,9479
-2,10587
-3,10918
-4,10875
-5,13529
-6,10294
-7,9288
-8,4913
-9,5649
200,3681
201,3077
202,2542
203,2315
204,3420
205,3735
206,5616
207,4157
208,3780
209,3219
210,2993
211,3321
212,4150
213,4102
214,3554
215,4765
216,4465
217,2966
218,4003
219,6110
220,5649
100,4839
221,4918
101,4254
222,4510
102,3754
223,3696
103,4138
224,2753
104,3594
225,2924
105,3703
226,4356
106,4727
227,4631
107,7125
228,4770
108,7653
229,4509
109,7812
