230,357
110,1089
231,83
111,706
232,55
112,696
233,46
113,882
234,69
114,1320
235,102
115,1434
236,62
116,1275
237,60
117,1157
238,49
118,1137
239,52
119,889
10,2494
11,1662
12,1561
13,1255
14,1172
15,1599
16,1290
17,1912
18,1675
19,1447
240,56
120,1479
241,108
0,2948
121,1849
242,46
1,3436
122,2177
243,40
2,4042
123,2252
244,26
3,2968
124,1887
245,22
4,3239
125,1374
246,52
5,3412
126,2267
247,82
6,2276
127,2185
248,18
7,2205
128,2889
249,26
8,2055
129,2354
9,3070
20,858
21,933
22,1369
23,1740
24,1458
25,1348
26,1333
27,814
28,814
29,1064
250,112
130,2274
251,14
131,2326
252,28
132,1569
253,23
133,1428
254,50
134,2615
255,46
135,2663
256,39
136,2303
257,33
137,1806
258,46
138,1904
259,30
139,1120
30,1431
31,1725
32,1002
33,1333
34,981
35,775
36,956
37,1516
38,1283
39,917
260,43
140,883
261,43
141,1475
262,45
142,2314
263,52
143,2294
264,29
144,1838
265,19
145,1682
266,20
146,1436
267,37
147,2101
268,34
148,2250
269,39
149,3020
40,796
41,446
42,682
43,712
44,1409
45,1171
46,1181
47,851
48,849
49,774
150,3542
151,2280
152,2139
153,2031
154,1163
155,2885
156,3510
157,1719
158,2254
159,1508
50,793
51,1035
52,1332
53,869
54,649
55,499
56,650
57,732
58,1001
59,1389
160,925
161,920
162,837
163,1959
164,2205
165,2056
166,1458
167,1188
168,1437
169,2170
60,1545
61,1043
62,766
63,497
64,665
65,1044
66,730
67,798
68,835
69,706
170,2613
171,2121
172,2267
173,1783
174,875
175,820
176,1275
177,1456
178,1888
179,1374
70,1936
71,1340
72,1727
73,1537
74,1622
75,1272
76,882
77,908
78,601
79,488
180,945
181,537
182,684
183,953
184,1382
185,1090
186,1798
187,1143
188,1174
189,2123
80,527
81,121
82,101
83,257
84,406
85,648
86,911
87,902
88,432
89,491
190,3124
191,3258
192,2555
193,1987
-10,1194
194,2418
-11,1181
195,1872
-12,667
196,1714
-13,977
197,2378
-14,1065
198,3822
-15,1144
199,2704
-16,2911
90,938
91,902
92,1313
93,1184
94,1623
95,1546
96,1201
97,1136
98,928
99,1257
-1,2162
-2,2270
-3,1725
-4,1570
-5,1444
-6,1433
-7,1150
-8,2181
-9,1367
200,2567
201,1481
202,1338
203,1176
204,2013
205,1915
206,2183
207,2516
208,1816
209,1086
210,2238
211,2194
212,1735
213,3275
214,3005
215,1908
216,1745
217,2144
218,2537
219,2507
220,2661
100,1252
221,3084
101,1378
222,2071
102,1328
223,1956
103,1183
224,2277
104,611
225,3496
105,731
226,4155
106,1015
227,4095
107,1308
228,6419
108,1210
229,2440
109,1073
230,357
110,1089
231,83
111,706
232,55
112,696
233,46
113,882
234,69
114,1320
235,102
115,1434
236,62
116,1275
237,60
117,1157
238,49
118,1137
239,52
119,889
10,2494
11,1662
12,1561
13,1255
14,1172
15,1599
16,1290
17,1912
18,1675
19,1447
240,56
120,1479
241,108
0,2948
121,1849
242,46
1,3436
122,2177
243,40
2,4042
123,2252
244,26
3,2968
124,1887
245,22
4,3239
125,1374
246,52
5,3412
126,2267
247,82
6,2276
127,2185
248,18
7,2205
128,2889
249,26
8,2055
129,2354
9,3070
20,858
21,933
22,1369
23,1740
24,1458
25,1348
26,1333
27,814
28,814
29,1064
250,112
130,2274
251,14
131,2326
252,28
132,1569
253,23
133,1428
254,50
134,2615
255,46
135,2663
256,39
136,2303
257,33
137,1806
258,46
138,1904
259,30
139,1120
30,1431
31,1725
32,1002
33,1333
34,981
35,775
36,956
37,1516
38,1283
39,917
260,43
140,883
261,43
141,1475
262,45
142,2314
263,52
143,2294
264,29
144,1838
265,19
145,1682
266,20
146,1436
267,37
147,2101
268,34
148,2250
269,39
149,3020
40,796
41,446
42,682
43,712
44,1409
45,1171
46,1181
47,851
48,849
49,774
150,3542
151,2280
152,2139
153,2031
154,1163
155,2885
156,3510
157,1719
158,2254
159,1508
50,793
51,1035
52,1332
53,869
54,649
55,499
56,650
57,732
58,1001
59,1389
160,925
161,920
162,837
163,1959
164,2205
165,2056
166,1458
167,1188
168,1437
169,2170
60,1545
61,1043
62,766
63,497
64,665
65,1044
66,730
67,798
68,835
69,706
170,2613
171,2121
172,2267
173,1783
174,875
175,820
176,1275
177,1456
178,1888
179,1374
70,1936
71,1340
72,1727
73,1537
74,1622
75,1272
76,882
77,908
78,601
79,488
180,945
181,537
182,684
183,953
184,1382
185,1090
186,1798
187,1143
188,1174
189,2123
80,527
81,121
82,101
83,257
84,406
85,648
86,911
87,902
88,432
89,491
190,3124
191,3258
192,2555
193,1987
-10,1194
194,2418
-11,1181
195,1872
-12,667
196,1714
-13,977
197,2378
-14,1065
198,3822
-15,1144
199,2704
-16,2911
90,938
91,902
92,1313
93,1184
94,1623
95,1546
96,1201
97,1136
98,928
99,1257
-1,2162
-2,2270
-3,1725
-4,1570
-5,1444
-6,1433
-7,1150
-8,2181
-9,1367
200,2567
201,1481
202,1338
203,1176
204,2013
205,1915
206,2183
207,2516
208,1816
209,1086
210,2238
211,2194
212,1735
213,3275
214,3005
215,1908
216,1745
217,2144
218,2537
219,2507
220,2661
100,1252
221,3084
101,1378
222,2071
102,1328
223,1956
103,1183
224,2277
104,611
225,3496
105,731
226,4155
106,1015
227,4095
107,1308
228,6419
108,1210
229,2440
109,1073
