230,9437
110,8165
231,9636
111,5859
232,9138
112,6445
233,13234
113,9539
234,15521
114,8352
235,17065
115,9029
236,16408
116,7916
237,17917
117,6953
238,21039
118,6264
239,29086
119,6181
10,24944
11,25169
12,22264
13,23414
14,24763
15,35814
16,43071
17,46812
18,50543
19,14800
240,40293
120,9332
241,19799
0,16563
121,8176
242,5786
1,17293
122,7269
243,5960
2,22395
123,6877
244,4404
3,22674
124,6359
245,2011
4,20822
125,4573
246,1593
5,20262
126,5226
247,2053
6,17246
127,6185
248,1722
7,15560
128,6513
249,1600
8,20039
129,7435
9,25596
20,12550
21,10207
22,12442
23,16141
24,13180
25,13141
26,12457
27,13209
28,11100
29,14710
250,1242
130,7906
251,1000
131,6164
252,646
132,5919
253,642
133,6423
254,929
134,8006
255,873
135,10450
256,617
136,10478
257,552
137,12295
258,519
138,11745
259,465
139,10603
30,19309
31,19851
32,16449
33,12073
34,8109
35,7459
36,8973
37,9610
38,10027
39,9994
260,428
140,13763
261,765
141,19929
262,904
142,27645
263,854
143,37200
264,681
144,49710
265,575
145,10061
266,367
146,6376
267,469
147,5728
268,612
148,6593
269,669
149,7424
40,9235
41,7306
42,6800
43,8460
44,10114
45,9790
46,9141
47,8924
48,7371
49,5726
150,6736
151,7081
152,6892
153,6880
154,7101
155,10047
156,10212
157,10484
158,10143
159,5262
50,9028
51,9046
52,9631
53,8114
54,12274
55,7275
56,7200
57,9706
58,11745
59,12885
160,3756
161,3794
162,4752
163,5435
164,5553
165,5461
166,4946
167,3959
168,2788
169,4202
60,12593
61,11978
62,11724
63,12199
64,21480
65,29381
66,37517
67,45892
68,8968
69,4739
170,4683
171,5134
172,4718
173,4468
174,3061
175,3507
176,3863
177,4201
178,4748
179,5455
70,2855
71,4026
72,4523
73,4573
74,4116
75,3497
76,3166
77,2300
78,3068
79,3270
180,3685
181,3896
182,3662
183,4553
184,4994
185,4393
186,4726
187,5096
188,4329
189,4607
80,2697
81,1780
82,1180
83,2129
84,2363
85,3040
86,4031
87,3572
88,2931
89,3061
190,5488
191,6496
192,5210
193,5362
-10,6493
194,5189
-11,8263
195,4617
-12,5346
196,5205
-13,5524
197,6286
-14,5279
198,6657
-15,4399
199,7331
-16,8001
-17,9186
-18,16784
90,5378
91,4715
92,6808
93,6213
94,6379
95,7214
96,5597
97,4664
98,5418
99,7277
-1,8955
-2,9973
-3,10025
-4,7423
-5,7910
-6,7289
-7,5897
-8,5447
-9,6066
200,6502
201,7297
202,6431
203,7508
204,10817
205,10893
206,13642
207,12038
208,11507
209,10051
210,11939
211,16393
212,22071
213,31649
214,41367
215,8052
216,5908
217,5038
218,6366
219,8858
220,9520
100,7792
221,7977
101,7359
222,8400
102,8169
223,7653
103,7257
224,6754
104,6840
225,9820
105,8249
226,10222
106,12041
227,11565
107,12399
228,11892
108,15035
229,10614
109,16028
230,9437
110,8165
231,9636
111,5859
232,9138
112,6445
233,13234
113,9539
234,15521
114,8352
235,17065
115,9029
236,16408
116,7916
237,17917
117,6953
238,21039
118,6264
239,29086
119,6181
10,24944
11,25169
12,22264
13,23414
14,24763
15,35814
16,43071
17,46812
18,50543
19,14800
240,40293
120,9332
241,19799
0,16563
121,8176
242,5786
1,17293
122,7269
243,5960
2,22395
123,6877
244,4404
3,22674
124,6359
245,2011
4,20822
125,4573
246,1593
5,20262
126,5226
247,2053
6,17246
127,6185
248,1722
7,15560
128,6513
249,1600
8,20039
129,7435
9,25596
20,12550
21,10207
22,12442
23,16141
24,13180
25,13141
26,12457
27,13209
28,11100
29,14710
250,1242
130,7906
251,1000
131,6164
252,646
132,5919
253,642
133,6423
254,929
134,8006
255,873
135,10450
256,617
136,10478
257,552
137,12295
258,519
138,11745
259,465
139,10603
30,19309
31,19851
32,16449
33,12073
34,8109
35,7459
36,8973
37,9610
38,10027
39,9994
260,428
140,13763
261,765
141,19929
262,904
142,27645
263,854
143,37200
264,681
144,49710
265,575
145,10061
266,367
146,6376
267,469
147,5728
268,612
148,6593
269,669
149,7424
40,9235
41,7306
42,6800
43,8460
44,10114
45,9790
46,9141
47,8924
48,7371
49,5726
150,6736
151,7081
152,6892
153,6880
154,7101
155,10047
156,10212
157,10484
158,10143
159,5262
50,9028
51,9046
52,9631
53,8114
54,12274
55,7275
56,7200
57,9706
58,11745
59,12885
160,3756
161,3794
162,4752
163,5435
164,5553
165,5461
166,4946
167,3959
168,2788
169,4202
60,12593
61,11978
62,11724
63,12199
64,21480
65,29381
66,37517
67,45892
68,8968
69,4739
170,4683
171,5134
172,4718
173,4468
174,3061
175,3507
176,3863
177,4201
178,4748
179,5455
70,2855
71,4026
72,4523
73,4573
74,4116
75,3497
76,3166
77,2300
78,3068
79,3270
180,3685
181,3896
182,3662
183,4553
184,4994
185,4393
186,4726
187,5096
188,4329
189,4607
80,2697
81,1780
82,1180
83,2129
84,2363
85,3040
86,4031
87,3572
88,2931
89,3061
190,5488
191,6496
192,5210
193,5362
-10,6493
194,5189
-11,8263
195,4617
-12,5346
196,5205
-13,5524
197,6286
-14,5279
198,6657
-15,4399
199,7331
-16,8001
-17,9186
-18,16784
90,5378
91,4715
92,6808
93,6213
94,6379
95,7214
96,5597
97,4664
98,5418
99,7277
-1,8955
-2,9973
-3,10025
-4,7423
-5,7910
-6,7289
-7,5897
-8,5447
-9,6066
200,6502
201,7297
202,6431
203,7508
204,10817
205,10893
206,13642
207,12038
208,11507
209,10051
210,11939
211,16393
212,22071
213,31649
214,41367
215,8052
216,5908
217,5038
218,6366
219,8858
220,9520
100,7792
221,7977
101,7359
222,8400
102,8169
223,7653
103,7257
224,6754
104,6840
225,9820
105,8249
226,10222
106,12041
227,11565
107,12399
228,11892
108,15035
229,10614
109,16028
